name,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,lfcSE,stat,PValue,PAdj,FDR,falsePos,UHR_1,UHR_2,UHR_3,HBR_1,HBR_2,HBR_3
ENST00000453643.5,0.7,1.5,0,0.142,-2.8,3.83,-0.74,4.6e-01,1.0e+00,NA,NA,0,1.9,2.6,0,0,0
ENST00000465765.2,0.7,1.5,0,0.142,-2.8,3.83,-0.74,4.6e-01,1.0e+00,NA,NA,0,1.9,2.6,0,0,0
ENST00000417788.5,23.2,31.4,15,0.478,-1.1,1.45,-0.74,4.6e-01,1.0e+00,0.7442,924,45.1,19.3,29.8,0,21,24
ENST00000471342.1,11.5,7.5,15.6,2.089,1.1,1.45,0.74,4.6e-01,1.0e+00,0.7442,924,6.2,0,16.2,13.9,15.7,17.2
ENST00000468564.6,6.7,8.8,4.5,0.517,-1,1.29,-0.74,4.6e-01,1.0e+00,0.7442,925,7.5,15.5,3.4,1.3,3.1,9.1
ENST00000415121.1,0.5,1.1,0,0.198,-2.3,3.18,-0.73,4.6e-01,1.0e+00,NA,NA,1.4,1,0.9,0,0,0
ENST00000486708.1,0.5,1.1,0,0.198,-2.3,3.18,-0.73,4.6e-01,1.0e+00,NA,NA,1.4,1,0.9,0,0,0
ENST00000405486.5,27.6,22.2,33.1,1.488,0.6,0.78,0.73,4.6e-01,1.0e+00,0.7468,930,23.3,21.3,22.1,23.9,27.3,48
ENST00000477714.1,3.6,2.3,5,2.151,1.1,1.51,0.73,4.7e-01,1.0e+00,0.7468,931,3.4,0,3.4,3.8,3.1,8
ENST00000517886.1,1.7,0.7,2.7,3.854,1.9,2.67,0.73,4.7e-01,1.0e+00,NA,NA,2.1,0,0,2.5,0,5.7
ENST00000395680.5,0.6,0,1.1,7.533,2.9,4,0.73,4.7e-01,1.0e+00,NA,NA,0,0,0,0,0,3.4
ENST00000404284.6,0.6,0,1.1,7.533,2.9,4,0.73,4.7e-01,1.0e+00,NA,NA,0,0,0,0,0,3.4
ENST00000422210.5,0.6,0,1.1,7.533,2.9,4,0.73,4.7e-01,1.0e+00,NA,NA,0,0,0,0,0,3.4
ENST00000425691.5,0.6,0,1.1,7.533,2.9,4,0.73,4.7e-01,1.0e+00,NA,NA,0,0,0,0,0,3.4
ENST00000435118.5,0.6,0,1.1,7.533,2.9,4,0.73,4.7e-01,1.0e+00,NA,NA,0,0,0,0,0,3.4
ENST00000442579.1,0.6,0,1.1,7.533,2.9,4,0.73,4.7e-01,1.0e+00,NA,NA,0,0,0,0,0,3.4
ENST00000447973.5,0.6,0,1.1,7.533,2.9,4,0.73,4.7e-01,1.0e+00,NA,NA,0,0,0,0,0,3.4
ENST00000472164.1,0.6,0,1.1,7.533,2.9,4,0.73,4.7e-01,1.0e+00,NA,NA,0,0,0,0,0,3.4
ENST00000478831.5,0.6,0,1.1,7.533,2.9,4,0.73,4.7e-01,1.0e+00,NA,NA,0,0,0,0,0,3.4
ENST00000614395.4,0.6,0,1.1,7.533,2.9,4,0.73,4.7e-01,1.0e+00,NA,NA,0,0,0,0,0,3.4
ENST00000361906.7,139.4,116.6,162.3,1.392,0.5,0.66,0.73,4.7e-01,1.0e+00,0.7482,942,110.8,112.2,126.8,181.3,123.8,181.8
ENST00000446929.5,0.9,1.4,0.3,0.298,-1.7,2.4,-0.73,4.7e-01,1.0e+00,NA,NA,1.4,1.9,0.9,0,1,0
ENST00000611876.1,1.1,1.8,0.4,0.237,-2.1,2.86,-0.73,4.7e-01,1.0e+00,NA,NA,1.4,3.9,0,1.3,0,0
ENST00000466237.1,5.5,3.9,7,1.814,0.9,1.18,0.73,4.7e-01,1.0e+00,0.75,947,2.1,2.9,6.8,5,11.5,4.6
ENST00000478887.1,2.5,1.7,3.4,2.081,1.1,1.46,0.72,4.7e-01,1.0e+00,NA,NA,1.4,1,2.6,3.8,5.2,1.1
ENST00000420442.5,0.6,0,1.1,7.382,2.9,4,0.72,4.7e-01,1.0e+00,NA,NA,0,0,0,1.3,2.1,0
ENST00000449717.1,0.6,0,1.1,7.382,2.9,4,0.72,4.7e-01,1.0e+00,NA,NA,0,0,0,1.3,2.1,0
ENST00000464341.1,0.6,0,1.1,7.382,2.9,4,0.72,4.7e-01,1.0e+00,NA,NA,0,0,0,1.3,2.1,0
ENST00000483861.5,0.6,0,1.1,7.382,2.9,4,0.72,4.7e-01,1.0e+00,NA,NA,0,0,0,1.3,2.1,0
ENST00000598339.5,0.6,0,1.1,7.382,2.9,4,0.72,4.7e-01,1.0e+00,NA,NA,0,0,0,1.3,2.1,0
ENST00000609206.2,0.6,0,1.1,7.382,2.9,4,0.72,4.7e-01,1.0e+00,NA,NA,0,0,0,1.3,2.1,0
ENST00000443735.1,0.6,0,1.1,7.343,2.9,4,0.72,4.7e-01,1.0e+00,NA,NA,0,0,0,0,1,2.3
ENST00000633827.1,0.6,0,1.1,7.343,2.9,4,0.72,4.7e-01,1.0e+00,NA,NA,0,0,0,0,1,2.3
ENST00000380903.6,24.9,29.7,20,0.673,-0.6,0.8,-0.72,4.7e-01,1.0e+00,0.7568,963,30.1,31.9,27.2,12.6,19.9,27.4
ENST00000433317.1,2.6,1.1,4.2,3.82,1.9,2.71,0.71,4.7e-01,1.0e+00,0.7587,966,1.4,1.9,0,0,0,12.6
ENST00000469819.5,1.8,2.8,0.8,0.269,-1.9,2.65,-0.71,4.8e-01,1.0e+00,NA,NA,2.7,5.8,0,0,0,2.3
ENST00000486331.1,18,21.4,14.5,0.677,-0.6,0.79,-0.71,4.8e-01,1.0e+00,0.7587,967,17.1,25.1,22.1,13.9,13.6,16
ENST00000462625.1,2.6,3.6,1.6,0.434,-1.2,1.69,-0.71,4.8e-01,1.0e+00,0.7588,968,6.2,1.9,2.6,1.3,0,3.4
ENST00000491541.1,16.7,21.1,12.2,0.581,-0.8,1.1,-0.71,4.8e-01,1.0e+00,0.7588,969,29.4,5.8,28.1,5,15.7,16
ENST00000451241.2,0.7,1.4,0,0.149,-2.7,3.86,-0.71,4.8e-01,1.0e+00,NA,NA,1.4,2.9,0,0,0,0
ENST00000624001.1,0.7,1.4,0,0.149,-2.7,3.86,-0.71,4.8e-01,1.0e+00,NA,NA,1.4,2.9,0,0,0,0
ENST00000439064.1,0.5,0,1.1,7.154,2.8,4,0.71,4.8e-01,1.0e+00,NA,NA,0,0,0,0,2.1,1.1
ENST00000492516.1,0.5,0,1.1,7.154,2.8,4,0.71,4.8e-01,1.0e+00,NA,NA,0,0,0,0,2.1,1.1
ENST00000403441.1,0.7,1.5,0,0.145,-2.8,3.92,-0.71,4.8e-01,1.0e+00,NA,NA,0,1,3.4,0,0,0
ENST00000338754.8,26.5,31.3,21.7,0.692,-0.5,0.75,-0.7,4.8e-01,1.0e+00,0.7629,979,25.3,33.8,34.9,22.7,25.2,17.2
ENST00000469163.1,4.5,6.1,2.9,0.483,-1,1.49,-0.7,4.8e-01,1.0e+00,0.7629,980,3.4,3.9,11.1,0,4.2,4.6
ENST00000443839.1,1.4,0.9,1.9,2.316,1.2,1.72,0.7,4.8e-01,1.0e+00,NA,NA,0.7,1,0.9,2.5,2.1,1.1
ENST00000492092.1,24.2,15.3,33.2,2.167,1.1,1.58,0.7,4.8e-01,1.0e+00,0.7629,981,17.8,0,28.1,51.6,38.8,9.1
ENST00000469886.5,1,0.5,1.5,3.203,1.7,2.39,0.7,4.8e-01,1.0e+00,NA,NA,1.4,0,0,2.5,1,1.1
ENST00000623726.1,41.7,49.1,34.4,0.7,-0.5,0.74,-0.7,4.8e-01,1.0e+00,0.7649,985,56.1,58,33.2,36.5,35.7,30.9
ENST00000423364.1,4.5,3.2,5.7,1.743,0.8,1.14,0.7,4.8e-01,1.0e+00,0.7649,986,2.7,1.9,5.1,5,6.3,5.7
ENST00000342247.9,0.5,0,1,6.966,2.8,4,0.7,4.8e-01,1.0e+00,NA,NA,0,0,0,0,3.1,0
ENST00000390289.2,0.5,0,1,6.966,2.8,4,0.7,4.8e-01,1.0e+00,NA,NA,0,0,0,0,3.1,0
ENST00000400234.5,0.5,0,1,6.966,2.8,4,0.7,4.8e-01,1.0e+00,NA,NA,0,0,0,0,3.1,0
ENST00000432624.2,0.5,0,1,6.966,2.8,4,0.7,4.8e-01,1.0e+00,NA,NA,0,0,0,0,3.1,0
ENST00000439512.5,0.5,0,1,6.966,2.8,4,0.7,4.8e-01,1.0e+00,NA,NA,0,0,0,0,3.1,0
ENST00000449120.1,0.5,0,1,6.966,2.8,4,0.7,4.8e-01,1.0e+00,NA,NA,0,0,0,0,3.1,0
ENST00000455496.1,0.5,0,1,6.966,2.8,4,0.7,4.8e-01,1.0e+00,NA,NA,0,0,0,0,3.1,0
ENST00000457534.5,0.5,0,1,6.966,2.8,4,0.7,4.8e-01,1.0e+00,NA,NA,0,0,0,0,3.1,0
ENST00000473740.5,0.5,0,1,6.966,2.8,4,0.7,4.8e-01,1.0e+00,NA,NA,0,0,0,0,3.1,0
ENST00000479818.5,0.5,0,1,6.966,2.8,4,0.7,4.8e-01,1.0e+00,NA,NA,0,0,0,0,3.1,0
ENST00000481028.1,0.5,0,1,6.966,2.8,4,0.7,4.8e-01,1.0e+00,NA,NA,0,0,0,0,3.1,0
ENST00000399767.5,10.5,3.4,17.6,5.124,2.4,3.37,0.7,4.8e-01,1.0e+00,0.7649,995,10.3,0,0,52.9,0,0
ENST00000479648.1,2.6,1.4,3.8,2.689,1.4,2.04,0.7,4.9e-01,1.0e+00,0.7653,996,0,0,4.3,2.5,3.1,5.7
ENST00000625194.3,11.3,17.6,5,0.285,-1.8,2.6,-0.7,4.9e-01,1.0e+00,0.7655,997,21.2,0,31.5,15.1,0,0
ENST00000424380.1,3.7,2.6,4.9,1.928,0.9,1.36,0.7,4.9e-01,1.0e+00,0.7655,998,1.4,2.9,3.4,1.3,4.2,9.1
ENST00000359906.6,1.5,0.6,2.3,3.713,1.9,2.72,0.69,4.9e-01,1.0e+00,NA,NA,0,1.9,0,3.8,3.1,0
ENST00000411769.1,0.7,1.4,0,0.149,-2.7,3.96,-0.69,4.9e-01,1.0e+00,NA,NA,0,0,4.3,0,0,0
ENST00000416285.5,0.7,1.4,0,0.149,-2.7,3.96,-0.69,4.9e-01,1.0e+00,NA,NA,0,0,4.3,0,0,0
ENST00000428336.5,0.7,1.4,0,0.149,-2.7,3.96,-0.69,4.9e-01,1.0e+00,NA,NA,0,0,4.3,0,0,0
ENST00000617066.4,0.7,1.4,0,0.149,-2.7,3.96,-0.69,4.9e-01,1.0e+00,NA,NA,0,0,4.3,0,0,0
ENST00000623888.1,2.7,4,1.4,0.361,-1.5,2.12,-0.69,4.9e-01,1.0e+00,0.7674,1005,3.4,8.7,0,0,3.1,1.1
ENST00000462210.1,2.3,1.4,3.2,2.33,1.2,1.77,0.69,4.9e-01,1.0e+00,NA,NA,1.4,1.9,0.9,6.3,0,3.4
ENST00000404989.1,13.4,20.9,5.9,0.281,-1.8,2.66,-0.69,4.9e-01,1.0e+00,0.7681,1008,0,39.6,23,17.6,0,0
ENST00000216019.11,683.3,587,779.5,1.328,0.4,0.59,0.69,4.9e-01,1.0e+00,0.7681,1008,579.4,564.7,616.9,793.3,755.2,790.1
ENST00000624818.1,2.4,3.3,1.5,0.459,-1.1,1.63,-0.69,4.9e-01,1.0e+00,NA,NA,3.4,3.9,2.6,0,1,3.4
ENST00000423859.5,4,2.2,5.7,2.57,1.4,1.98,0.69,4.9e-01,1.0e+00,0.7681,1010,4.1,0,2.6,0,11.5,5.7
ENST00000514938.1,3.4,4.5,2.2,0.491,-1,1.49,-0.69,4.9e-01,1.0e+00,0.7681,1011,6.2,4.8,2.6,0,3.1,3.4
ENST00000429618.1,1.5,0.8,2.2,2.864,1.5,2.21,0.69,4.9e-01,1.0e+00,NA,NA,1.4,0,0.9,0,4.2,2.3
ENST00000459644.1,1.9,0.9,2.9,3.498,1.8,2.63,0.69,4.9e-01,1.0e+00,NA,NA,0,0,2.6,0,3.1,5.7
ENST00000418601.1,4.9,2.7,7.1,2.659,1.4,2.06,0.69,4.9e-01,1.0e+00,0.7699,1016,0,2.9,5.1,6.3,0,14.9
ENST00000335214.8,0.7,1.4,0,0.153,-2.7,3.96,-0.68,4.9e-01,1.0e+00,NA,NA,4.1,0,0,0,0,0
ENST00000340170.8,0.7,1.4,0,0.153,-2.7,3.96,-0.68,4.9e-01,1.0e+00,NA,NA,4.1,0,0,0,0,0
ENST00000404574.5,0.7,1.4,0,0.153,-2.7,3.96,-0.68,4.9e-01,1.0e+00,NA,NA,4.1,0,0,0,0,0
ENST00000416156.6,0.7,1.4,0,0.153,-2.7,3.96,-0.68,4.9e-01,1.0e+00,NA,NA,4.1,0,0,0,0,0
ENST00000436645.1,0.7,1.4,0,0.153,-2.7,3.96,-0.68,4.9e-01,1.0e+00,NA,NA,4.1,0,0,0,0,0
ENST00000457322.5,0.7,1.4,0,0.153,-2.7,3.96,-0.68,4.9e-01,1.0e+00,NA,NA,4.1,0,0,0,0,0
ENST00000458248.5,0.7,1.4,0,0.153,-2.7,3.96,-0.68,4.9e-01,1.0e+00,NA,NA,4.1,0,0,0,0,0
ENST00000468807.1,0.7,1.4,0,0.153,-2.7,3.96,-0.68,4.9e-01,1.0e+00,NA,NA,4.1,0,0,0,0,0
ENST00000482213.1,0.7,1.4,0,0.153,-2.7,3.96,-0.68,4.9e-01,1.0e+00,NA,NA,4.1,0,0,0,0,0
ENST00000484439.5,0.7,1.4,0,0.153,-2.7,3.96,-0.68,4.9e-01,1.0e+00,NA,NA,4.1,0,0,0,0,0
ENST00000611880.4,0.7,1.4,0,0.153,-2.7,3.96,-0.68,4.9e-01,1.0e+00,NA,NA,4.1,0,0,0,0,0
ENST00000361740.8,36.6,29.2,44,1.507,0.6,0.87,0.68,4.9e-01,1.0e+00,0.7704,1025,17.8,36.7,33.2,52.9,22,57.2
ENST00000328268.8,23.3,31.1,15.5,0.498,-1,1.47,-0.68,4.9e-01,1.0e+00,0.7704,1026,21.2,41.6,30.6,21.4,0,25.2
ENST00000333487.2,2,1.3,2.7,2.038,1,1.5,0.68,4.9e-01,1.0e+00,NA,NA,2.1,1,0.9,2.5,2.1,3.4
ENST00000623980.1,2.2,3.2,1.1,0.362,-1.5,2.15,-0.68,4.9e-01,1.0e+00,NA,NA,0.7,2.9,6,0,0,3.4
ENST00000482270.5,2,1.3,2.8,2.103,1.1,1.57,0.68,5.0e-01,1.0e+00,NA,NA,2.1,1,0.9,5,1,2.3
ENST00000481958.1,0.8,1.3,0.4,0.316,-1.7,2.45,-0.68,5.0e-01,1.0e+00,NA,NA,2.1,1,0.9,0,0,1.1
ENST00000421022.1,0.7,1.3,0,0.159,-2.7,3.92,-0.68,5.0e-01,1.0e+00,NA,NA,2.1,1.9,0,0,0,0
ENST00000463821.3,0.7,1.3,0,0.159,-2.7,3.92,-0.68,5.0e-01,1.0e+00,NA,NA,2.1,1.9,0,0,0,0
ENST00000333059.5,13,8.8,17.2,1.946,1,1.42,0.68,5.0e-01,1.0e+00,0.7732,1035,13.7,0,12.8,17.6,14.7,19.4
ENST00000483303.1,1.5,2.2,0.8,0.339,-1.6,2.3,-0.68,5.0e-01,1.0e+00,NA,NA,4.8,1.9,0,1.3,1,0
ENST00000335626.8,138.6,161.4,115.7,0.717,-0.5,0.71,-0.68,5.0e-01,1.0e+00,0.7732,1037,229.1,126.7,128.5,110.8,130.1,106.3
ENST00000620804.1,3.4,5,1.8,0.376,-1.4,2.08,-0.68,5.0e-01,1.0e+00,0.7732,1038,0,10.6,4.3,0,2.1,3.4
ENST00000398042.6,10.5,5.8,15.2,2.633,1.4,2.06,0.68,5.0e-01,1.0e+00,0.7732,1038,4.8,12.6,0,15.1,30.4,0
ENST00000263212.9,134.3,153.5,115,0.749,-0.4,0.62,-0.67,5.0e-01,1.0e+00,0.7735,1040,156.6,150.8,153.2,108.3,114.3,122.3
ENST00000263119.9,181.6,149.1,214.1,1.436,0.5,0.77,0.67,5.0e-01,1.0e+00,0.7735,1040,177.2,194.4,75.7,256.9,188.8,196.7
ENST00000389772.8,2.3,3.9,0.8,0.198,-2.3,3.46,-0.67,5.0e-01,1.0e+00,NA,NA,0,11.6,0,0,0,2.3
ENST00000629517.1,3.2,2.2,4.2,1.892,0.9,1.37,0.67,5.0e-01,1.0e+00,0.7738,1042,1.4,1.9,3.4,2.5,2.1,8
ENST00000474879.6,70.5,82.2,58.8,0.715,-0.5,0.72,-0.67,5.0e-01,1.0e+00,0.7739,1043,75.9,96.7,74,65.5,38.8,72
ENST00000486462.1,1.5,0.5,2.4,5.193,2.4,3.54,0.67,5.0e-01,1.0e+00,NA,NA,1.4,0,0,0,7.3,0
ENST00000415756.1,1.1,0.5,1.6,3.03,1.6,2.38,0.67,5.0e-01,1.0e+00,NA,NA,0.7,0,0.9,2.5,0,2.3
ENST00000325157.6,0.7,1.3,0,0.161,-2.6,3.93,-0.67,5.0e-01,1.0e+00,NA,NA,1.4,0,2.6,0,0,0
ENST00000327813.9,0.7,1.3,0,0.161,-2.6,3.93,-0.67,5.0e-01,1.0e+00,NA,NA,1.4,0,2.6,0,0,0
ENST00000413877.5,0.7,1.3,0,0.161,-2.6,3.93,-0.67,5.0e-01,1.0e+00,NA,NA,1.4,0,2.6,0,0,0
ENST00000405673.5,6.1,7.8,4.3,0.556,-0.8,1.27,-0.67,5.0e-01,1.0e+00,0.7744,1049,7.5,3.9,11.9,8.8,3.1,1.1
ENST00000458056.2,1.1,0.6,1.5,2.63,1.4,2.09,0.67,5.0e-01,1.0e+00,NA,NA,0,1,0.9,1.3,1,2.3
ENST00000215770.5,9.6,11.7,7.5,0.65,-0.6,0.93,-0.67,5.0e-01,1.0e+00,0.7744,1050,9.6,13.5,11.9,5,7.3,10.3
ENST00000439838.5,4.8,2.7,6.9,2.464,1.3,1.95,0.67,5.0e-01,1.0e+00,0.7744,1051,8.2,0,0,7.6,7.3,5.7
ENST00000405557.5,3.3,5.1,1.5,0.3,-1.7,2.6,-0.67,5.0e-01,1.0e+00,0.7744,1052,2.7,12.6,0,0,0,4.6
ENST00000620199.4,0.8,0.3,1.2,4.087,2,3.06,0.66,5.1e-01,1.0e+00,NA,NA,0,1,0,2.5,0,1.1
ENST00000473357.1,7.9,6.2,9.6,1.535,0.6,0.94,0.66,5.1e-01,1.0e+00,0.7792,1060,6.8,6.8,5.1,11.3,9.4,8
ENST00000423097.5,1,0.3,1.7,5.638,2.5,3.78,0.66,5.1e-01,1.0e+00,NA,NA,0,0,0.9,5,0,0
ENST00000444440.1,4.3,2.1,6.6,3.177,1.7,2.53,0.66,5.1e-01,1.0e+00,0.7792,1061,6.2,0,0,0,8.4,11.4
ENST00000472291.1,2.5,1.7,3.4,2.079,1.1,1.6,0.66,5.1e-01,1.0e+00,0.7792,1062,2.1,2.9,0,2.5,3.1,4.6
ENST00000473283.1,1.8,2.5,1.1,0.472,-1.1,1.64,-0.66,5.1e-01,1.0e+00,NA,NA,2.1,1,4.3,1.3,1,1.1
ENST00000491967.1,1.7,0.9,2.4,2.77,1.5,2.24,0.66,5.1e-01,1.0e+00,NA,NA,0,1,1.7,5,0,2.3
ENST00000399798.6,6.4,3.6,9.2,2.557,1.4,2.06,0.66,5.1e-01,1.0e+00,0.7813,1067,4.1,6.8,0,0,23.1,4.6
ENST00000624350.1,14,17.4,10.6,0.612,-0.7,1.08,-0.66,5.1e-01,1.0e+00,0.7813,1068,14.4,24.2,13.6,13.9,15.7,2.3
ENST00000327678.9,0.6,1.3,0,0.165,-2.6,3.96,-0.66,5.1e-01,1.0e+00,NA,NA,0,3.9,0,0,0,0
ENST00000403581.5,0.6,1.3,0,0.165,-2.6,3.96,-0.66,5.1e-01,1.0e+00,NA,NA,0,3.9,0,0,0,0
ENST00000404876.1,0.6,1.3,0,0.165,-2.6,3.96,-0.66,5.1e-01,1.0e+00,NA,NA,0,3.9,0,0,0,0
ENST00000421253.1,0.6,1.3,0,0.165,-2.6,3.96,-0.66,5.1e-01,1.0e+00,NA,NA,0,3.9,0,0,0,0
ENST00000436681.5,0.6,1.3,0,0.165,-2.6,3.96,-0.66,5.1e-01,1.0e+00,NA,NA,0,3.9,0,0,0,0
ENST00000469028.1,0.6,1.3,0,0.165,-2.6,3.96,-0.66,5.1e-01,1.0e+00,NA,NA,0,3.9,0,0,0,0
ENST00000480830.5,0.6,1.3,0,0.165,-2.6,3.96,-0.66,5.1e-01,1.0e+00,NA,NA,0,3.9,0,0,0,0
ENST00000485715.2,0.6,1.3,0,0.165,-2.6,3.96,-0.66,5.1e-01,1.0e+00,NA,NA,0,3.9,0,0,0,0
ENST00000488335.1,0.6,1.3,0,0.165,-2.6,3.96,-0.66,5.1e-01,1.0e+00,NA,NA,0,3.9,0,0,0,0
ENST00000489424.5,0.6,1.3,0,0.165,-2.6,3.96,-0.66,5.1e-01,1.0e+00,NA,NA,0,3.9,0,0,0,0
ENST00000544408.5,0.6,1.3,0,0.165,-2.6,3.96,-0.66,5.1e-01,1.0e+00,NA,NA,0,3.9,0,0,0,0
ENST00000545383.5,0.6,1.3,0,0.165,-2.6,3.96,-0.66,5.1e-01,1.0e+00,NA,NA,0,3.9,0,0,0,0
ENST00000619644.4,0.6,1.3,0,0.165,-2.6,3.96,-0.66,5.1e-01,1.0e+00,NA,NA,0,3.9,0,0,0,0
ENST00000383094.7,38.3,20.7,55.8,2.693,1.4,2.19,0.65,5.1e-01,1.0e+00,0.7813,1079,34.9,0,27.2,79.3,88.1,0
ENST00000216099.12,6.7,8.8,4.7,0.532,-0.9,1.4,-0.65,5.1e-01,1.0e+00,0.7813,1080,8.9,10.6,6.8,8.8,5.2,0
ENST00000484558.2,2.6,1.5,3.8,2.618,1.4,2.13,0.65,5.1e-01,1.0e+00,0.7813,1081,0,1,3.4,5,6.3,0
ENST00000424008.1,0.6,1.3,0,0.168,-2.6,3.96,-0.65,5.2e-01,1.0e+00,NA,NA,2.1,0,1.7,0,0,0
ENST00000480272.1,0.6,1.3,0,0.168,-2.6,3.96,-0.65,5.2e-01,1.0e+00,NA,NA,2.1,0,1.7,0,0,0
ENST00000426448.1,6.3,4.7,7.9,1.66,0.7,1.13,0.65,5.2e-01,1.0e+00,0.7814,1083,6.8,4.8,2.6,3.8,7.3,12.6
ENST00000491432.5,0.8,0.3,1.2,3.977,2,3.07,0.65,5.2e-01,1.0e+00,NA,NA,0,1,0,1.3,0,2.3
ENST00000399568.5,20.2,23.9,16.4,0.686,-0.5,0.84,-0.65,5.2e-01,1.0e+00,0.7814,1085,13.7,30.9,27.2,15.1,15.7,18.3
ENST00000497196.5,9.2,6.2,12.1,1.947,1,1.48,0.65,5.2e-01,1.0e+00,0.7814,1085,1.4,1.9,15.3,23.9,2.1,10.3
ENST00000262735.9,60,39.6,80.4,2.031,1,1.58,0.65,5.2e-01,1.0e+00,0.7814,1086,54,0,64.7,65.5,92.3,83.5
ENST00000402859.6,2.6,3.9,1.3,0.314,-1.7,2.58,-0.65,5.2e-01,1.0e+00,0.7814,1087,4.1,7.7,0,3.8,0,0
ENST00000216160.10,70.7,60.1,81.2,1.352,0.4,0.67,0.65,5.2e-01,1.0e+00,0.7814,1088,51.3,60.9,68.1,97,72.4,74.3
ENST00000249042.7,12.6,19.2,5.9,0.31,-1.7,2.62,-0.65,5.2e-01,1.0e+00,0.7814,1088,18.5,0,39.1,0,17.8,0
ENST00000602478.1,6.4,8,4.8,0.587,-0.8,1.19,-0.64,5.2e-01,1.0e+00,0.7814,1089,11.6,2.9,9.4,7.6,2.1,4.6
ENST00000466097.1,0.6,1.3,0,0.17,-2.6,3.97,-0.64,5.2e-01,1.0e+00,NA,NA,0,2.9,0.9,0,0,0
ENST00000429917.5,0.7,0.2,1.2,3.996,2,3.11,0.64,5.2e-01,1.0e+00,NA,NA,0.7,0,0,2.5,1,0
ENST00000215730.11,62.8,71.8,53.7,0.748,-0.4,0.65,-0.64,5.2e-01,1.0e+00,0.7824,1093,78.7,68.7,68.1,52.9,54.5,53.7
ENST00000489812.1,1.9,2.6,1.2,0.45,-1.2,1.8,-0.64,5.2e-01,1.0e+00,NA,NA,1.4,4.8,1.7,2.5,1,0
ENST00000496342.1,4.9,6.4,3.4,0.535,-0.9,1.41,-0.64,5.2e-01,1.0e+00,0.7838,1096,7.5,4.8,6.8,5,5.2,0
ENST00000468249.1,2.3,1.5,3,1.96,1,1.52,0.64,5.2e-01,1.0e+00,NA,NA,2.7,1,0.9,3.8,4.2,1.1
ENST00000440696.2,1.2,0.5,1.9,3.668,1.9,2.94,0.64,5.2e-01,1.0e+00,NA,NA,0.7,0,0.9,0,0,5.7
ENST00000395595.7,14.4,17.2,11.6,0.669,-0.6,0.91,-0.64,5.2e-01,1.0e+00,0.7845,1100,15.7,16.4,19.6,10.1,6.3,18.3
ENST00000551731.1,9.4,7.5,11.4,1.543,0.6,0.98,0.64,5.2e-01,1.0e+00,0.7845,1101,4.1,10.6,7.7,8.8,9.4,16
ENST00000449653.5,63.5,72.6,54.3,0.749,-0.4,0.66,-0.64,5.2e-01,1.0e+00,0.7845,1101,67.7,80.3,69.8,59.2,53.5,50.3
ENST00000215742.8,4.2,2.5,5.9,2.39,1.3,1.98,0.64,5.2e-01,1.0e+00,0.7845,1102,4.8,0,2.6,0,6.3,11.4
ENST00000487969.1,12.2,9.8,14.5,1.472,0.6,0.88,0.63,5.3e-01,1.0e+00,0.785,1104,13,9.7,6.8,16.4,15.7,11.4
ENST00000486218.1,0.6,1.2,0,0.175,-2.5,3.97,-0.63,5.3e-01,1.0e+00,NA,NA,0,1.9,1.7,0,0,0
ENST00000608816.1,0.6,1.2,0,0.175,-2.5,3.97,-0.63,5.3e-01,1.0e+00,NA,NA,0,1.9,1.7,0,0,0
ENST00000422838.1,7.9,6.1,9.7,1.577,0.7,1.04,0.63,5.3e-01,1.0e+00,0.786,1107,7.5,3.9,6.8,13.9,10.5,4.6
ENST00000299821.15,13.1,6.1,20.1,3.302,1.7,2.73,0.63,5.3e-01,1.0e+00,0.7862,1109,8.9,0,9.4,60.4,0,0
ENST00000423069.1,1.9,2.7,1,0.397,-1.3,2.11,-0.63,5.3e-01,1.0e+00,NA,NA,3.4,3.9,0.9,0,3.1,0
ENST00000471094.1,2.2,1.4,3,2.18,1.1,1.78,0.63,5.3e-01,1.0e+00,NA,NA,0.7,0,3.4,1.3,4.2,3.4
ENST00000399824.6,3.4,2.4,4.4,1.89,0.9,1.46,0.63,5.3e-01,1.0e+00,0.7862,1111,0.7,3.9,2.6,1.3,8.4,3.4
ENST00000321753.7,4.7,3.5,6,1.708,0.8,1.23,0.63,5.3e-01,1.0e+00,0.7868,1112,4.1,2.9,3.4,11.3,2.1,4.6
ENST00000308700.6,0.6,1.2,0,0.178,-2.5,3.97,-0.63,5.3e-01,1.0e+00,NA,NA,0.7,2.9,0,0,0,0
ENST00000412985.5,0.6,1.2,0,0.178,-2.5,3.97,-0.63,5.3e-01,1.0e+00,NA,NA,0.7,2.9,0,0,0,0
ENST00000424410.1,0.6,1.2,0,0.178,-2.5,3.97,-0.63,5.3e-01,1.0e+00,NA,NA,0.7,2.9,0,0,0,0
ENST00000611723.1,0.6,1.2,0,0.178,-2.5,3.97,-0.63,5.3e-01,1.0e+00,NA,NA,0.7,2.9,0,0,0,0
ENST00000623422.1,0.6,1.2,0,0.178,-2.5,3.97,-0.63,5.3e-01,1.0e+00,NA,NA,0.7,2.9,0,0,0,0
ENST00000266087.11,62.4,51.1,73.8,1.444,0.5,0.85,0.62,5.3e-01,1.0e+00,0.7897,1121,36.3,31.9,85.1,99.5,55.6,66.3
ENST00000390290.2,0.7,0.3,1.1,3.795,1.9,3.08,0.62,5.3e-01,1.0e+00,NA,NA,0,1,0,1.3,2.1,0
